l0=0001 l1=001 l2=Arg l8=1 l9=70	Εἵπετο δ’ Εὐρυτίων τε καὶ ἀλκήεισ Ἐριβώτησ, υἷεσ ὁ μὲν Τελέοντοσ, ὁ δ’ Ἴρου Ἀκτορίδαο· ἤτοι ὁ μὲν Τελέοντοσ ἐυκλειὴσ Ἐριβώτησ, Ἴρου δ’ Εὐρυτίων.
l0=0001 l1=001 l2=Arg l8=1 l9=74	σὺν καὶ τρίτοσ ᾖεν Ὀιλεύσ, ἔξοχοσ ἠνορέην καὶ ἐπαί̈ξαι μετόπισθεν εὖ δεδαὼσ δῄοισιν, ὅτε κλίνειε φάλαγγασ.
l0=0001 l1=001 l2=Arg l8=1 l9=76	Αὐτὰρ ἀπ’ Εὐβοίησ Κάνθοσ κίε, τόν ῥα Κάνηθοσ πέμπεν Ἀβαντιάδησ λελιημένον· οὐ μὲν ἔμελλε νοστήσειν Κήρινθον ὑπότροποσ, αἶσα γὰρ ἦεν αὐτὸν ὁμῶσ Μόψον τε δαήμονα μαντοσυνάων πλαγχθέντασ Λιβύησ ἐπὶ πείρασι δῃωθῆναι.
l0=0001 l1=001 l2=Arg l8=1 l9=81	ὣσ οὐκ ἀνθρώποισι κακὸν μὴ πιστὸν ἐπαυρεῖν, ὁππότε καὶ κείνουσ Λιβύῃ ἔνι ταρχύσαντο, τόσσον ἑκὰσ Κόλχων ὅσσον τέ περ ἠελίοιο μεσσηγὺσ δύσιέσ τε καὶ ἀντολαὶ εἰσορόωνται.
l0=0001 l1=001 l2=Arg l8=1 l9=85	Τῷ δ’ ἄρ’ ἐπὶ Κλυτίοσ τε καὶ Ἴφιτοσ ἠγερέθοντο, Οἰχαλίησ ἐπίουροι, ἀπηνέοσ Εὐρύτου υἷεσ, Εὐρύτου ᾧ πόρε τόξον Ἑκηβόλοσ, οὐδ’ ἀπόνητο δωτίνησ· αὐτῷ γὰρ ἑκὼν ἐρίδηνε δοτῆρι.
l0=0001 l1=001 l2=Arg l8=1 l9=89	Τοῖσι δ’ ἐπ’ Αἰακίδαι μετεκίαθον, οὐ μὲν ἅμ’ ἄμφω οὐδ’ ὁμόθεν, νόσφιν γὰρ ἀλευάμενοι κατένασθεν Αἰγίνησ, ὅτε Φῶκον ἀδελφεὸν ἐξενάριξαν ἀφραδίῃ· Τελαμὼν μὲν ἐν Ἀτθίδι νάσσατο νήσῳ, Πηλεὺσ δ’ ἐν Φθίῃ ἐριβώλακι ναῖε λιασθείσ.
l0=0001 l1=001 l2=Arg l8=1 l9=94	Τοῖσ δ’ ἐπὶ Κεκροπίηθεν ἀρήιοσ ἤλυθε Βούτησ, παῖσ ἀγαθοῦ Τελέοντοσ, ἐυμμελίησ τε Φάληροσ· Ἄλκων μιν προέηκε πατὴρ ἑόσ· οὐ μὲν ἔτ’ ἄλλουσ γήραοσ υἷασ ἔχεν βιότοιό τε κηδεμονῆασ, ἀλλά ἑ τηλύγετόν περ ὁμῶσ καὶ μοῦνον ἐόντα πέμπεν, ἵνα θρασέεσσι μεταπρέποι ἡρώεσσι.
l0=0001 l1=001 l2=Arg l8=1 l9=100	Θησέα δ’, ὃσ περὶ πάντασ Ἐρεχθεί̈δασ ἐκέκαστο, Ταιναρίην ἀίδηλοσ ὑπὸ χθόνα δεσμὸσ ἔρυκε, Πειρίθῳ ἑσπόμενον κοινὴν ὁδόν· ἦ τέ κεν ἄμφω ῥηίτερον καμάτοιο τέλοσ πάντεσσιν ἔθεντο.
l0=0001 l1=001 l2=Arg l8=1 l9=104	Τῖφυσ δ’ Ἁγνιάδησ Σιφαιέα κάλλιπε δῆμον Θεσπιέων, ἐσθλὸσ μὲν ὀρινόμενον προδαῆναι κῦμ’ ἁλὸσ εὐρείησ, ἐσθλὸσ δ’ ἀνέμοιο θυέλλασ, καὶ πλόον ἠελίῳ τε καὶ ἀστέρι τεκμήρασθαι.
l0=0001 l1=001 l2=Arg l8=1 l9=108	αὐτή μιν Τριτωνὶσ ἀριστήων ἐσ ὅμιλον ὦρσεν Ἀθηναίη, μέγα δ’ ἤλυθεν ἐλδομένοισιν· αὐτὴ γὰρ καὶ νῆα θοὴν κάμε, σὺν δέ οἱ Ἄργοσ τεῦξεν Ἀρεστορίδησ κείνησ ὑποθημοσύνῃσι· τῶ καὶ πασάων προφερεστάτη ἔπλετο νηῶν ὅσσαι ὑπ’ εἰρεσίῃσιν ἐπειρήσαντο θαλάσσησ.
l0=0001 l1=001 l2=Arg l8=1 l9=114	Φλείασ δ’ αὖτ’ ἐπὶ τοῖσιν Ἀραιθυρέηθεν ἵκανεν, ἔνθ’ ἀφνειὸσ ἔναιε, Διωνύσοιο ἕκητι πατρὸσ ἑοῦ, πηγῇσιν ἐφέστιοσ Ἀσωποῖο.
l0=0001 l1=001 l2=Arg l8=1 l9=117	Ἀργόθεν αὖ Ταλαὸσ καὶ Ἀρήιοσ, υἷε Βίαντοσ, ἤλυθον ἴφθιμόσ τε Λεώδοκοσ, οὓσ τέκε Πηρώ Νηληίσ, τῆσ ἀμφὶ δύην ἐμόγησε βαρεῖαν Αἰολίδησ σταθμοῖσιν ἐν Ἰφίκλοιο Μελάμπουσ.
l0=0001 l1=001 l2=Arg l8=1 l9=121	Οὐδὲ μὲν οὐδὲ βίην κρατερόφρονοσ Ἡρακλῆοσ πευθόμεθ’ Αἰσονίδαο λιλαιομένου ἀθερίξαι· ἀλλ’ ἐπεὶ ἄιε βάξιν ἀγειρομένων ἡρώων νεῖον ἀπ’ Ἀρκαδίησ Λυρκήιον Ἄργοσ ἀμείψασ, τὴν ὁδὸν ᾗ ζωὸν φέρε κάπριον ὅσ ῥ’ ἐνὶ βήσσῃσ φέρβετο Λαμπείησ Ἐρυμάνθιον ἂμ μέγα τῖφοσ, τὸν μὲν ἐνὶ πρώτοισι Μυκηνάων †ἀγορῇσι δεσμοῖσ ἰλλόμενον μεγάλων ἀπεσείσατο νώτων, αὐτὸσ δ’ ᾗ ἰότητι παρὲκ νόον Εὐρυσθῆοσ ὡρμήθη· σὺν καί οἱ Ὕλασ κίεν, ἐσθλὸσ ὀπάων πρωθήβησ, ἰῶν τε φορεὺσ φύλακόσ τε βιοῖο.
l0=0001 l1=001 l2=Arg l8=1 l9=132	Τῷ δ’ ἐπὶ δὴ θείοιο κίεν Δαναοῖο γενέθλη, Ναύπλιοσ· ἦ γὰρ ἔην Κλυτονήου Ναυβολίδαο, Ναύβολοσ αὖ Λέρνου, Λέρνον γε μὲν ἴδμεν ἐόντα Προίτου Ναυπλιάδαο, Ποσειδάωνι δὲ κούρη πρίν ποτ’ Ἀμυμώνη Δαναὶ̈σ τέκεν εὐνηθεῖσα Ναύπλιον, ὃσ περὶ πάντασ ἐκαίνυτο ναυτιλίῃσιν.
l0=0001 l1=001 l2=Arg l8=1 l9=138	Ἴδμων δ’ ὑστάτιοσ μετεκίαθεν ὅσσοι ἔναιον Ἄργοσ, ἐπεὶ δεδαὼσ τὸν ἑὸν μόρον οἰωνοῖσιν ἤιε, μή οἱ δῆμοσ ἐυκλείησ ἀγάσαιτο· οὐ μὲν ὅγ’ ἦεν Ἄβαντοσ ἐτήτυμον, ἀλλά μιν αὐτόσ γείνατο κυδαλίμοισ ἐναρίθμιον Αἰολίδῃσιν Λητοί̈δησ, αὐτὸσ δὲ θεοπροπίασ ἐδίδαξεν οἰωνούσ τ’ ἀλέγειν ἠδ’ ἔμπυρα σήματ’ ἰδέσθαι.
l0=0001 l1=001 l2=Arg l8=1 l9=145	Καὶ μὴν Αἰτωλὶσ κρατερὸν Πολυδεύκεα Λήδη Κάστορά τ’ ὠκυπόδων ὦρσεν δεδαημένον ἵππων Σπάρτηθεν, τοὺσ ἥγε δόμοισ ἔνι Τυνδαρέοιο τηλυγέτουσ ὠδῖνι μιῇ τέκεν· οὐδ’ ἀπίθησεν λισσομένοισ, Ζηνὸσ γὰρ ἐπάξια μήδετο λέκτρων.
l0=0001 l1=001 l2=Arg l8=1 l9=150	Οἱ δ’ Ἀφαρητιάδαι Λυγκεὺσ καὶ ὑπέρβιοσ Ἴδασ Ἀρήνηθεν ἔβαν, μεγάλῃ περιθαρσέεσ ἀλκῇ ἀμφότεροι· Λυγκεὺσ δὲ καὶ ὀξυτάτοισ ἐκέκαστο ὄμμασιν, εἰ ἐτεόν γε πέλει κλέοσ ἀνέρα κεῖνον ῥηιδίωσ καὶ νέρθεν ὑπὸ χθονὸσ αὐγάζεσθαι.
l0=0001 l1=001 l2=Arg l8=1 l9=155	Σὺν δὲ Περικλύμενοσ Νηλήιοσ ὦρτο νέεσθαι, πρεσβύτατοσ παίδων ὅσσοι Πύλῳ ἐξεγένοντο Νηλῆοσ θείοιο· Ποσειδάων δέ οἱ ἀλκήν δῶκεν ἀπειρεσίην, ἠδ’ ὅττι κεν ἀρήσαιτο μαρνάμενοσ, τὸ πέλεσθαι ἐνὶ ξυνοχῇ πολέμοιο.
l0=0001 l1=001 l2=Arg l8=1 l9=160	Καὶ μὴν Ἀμφιδάμασ Κηφεύσ τ’ ἴσαν Ἀρκαδίηθεν, οἳ Τεγέην καὶ κλῆρον Ἀφειδάντειον ἔναιον, υἷε δύω Ἀλεοῦ· τρίτατόσ γε μὲν ἕσπετ’ ἰοῦσιν Ἀγκαῖοσ· τὸν μέν ῥα πατὴρ Λυκόοργοσ ἔπεμπε, τῶν ἄμφω γνωτὸσ προγενέστεροσ, ἀλλ’ ὁ μὲν ἤδη γηράσκοντ’ Ἀλεὸν λίπετ’ ἂμ πόλιν ὄφρα κομίζοι, παῖδα δ’ ἑὸν σφετέροισι κασιγνήτοισιν ὄπασσε· βῆ δ’ ὅγε Μαιναλίησ ἄρκτου δέροσ ἀμφίτομόν τε δεξιτερῇ πάλλων πέλεκυν μέγαν· ἔντεα γάρ οἱ πατροπάτωρ Ἀλεὸσ μυχάτῃ ἐνέκρυψε καλιῇ, αἴ κέν πωσ ἔτι καὶ τὸν ἐρητύσειε νέεσθαι.
l0=0001 l1=001 l2=Arg l8=1 l9=171	Βῆ δὲ καὶ Αὐγείησ, ὃν δὴ φάτισ Ἠελίοιο ἔμμεναι, Ἠλείοισι δ’ ὅγ’ ἀνδράσιν ἐμβασίλευεν ὄλβῳ κυδιόων· μέγα δ’ ἵετο Κολχίδα γαῖαν αὐτόν τ’ Αἰήτην ἰδέειν σημάντορα Κόλχων.
l0=0001 l1=001 l2=Arg l8=1 l9=175	Ἀστέριοσ δὲ καὶ Ἀμφίων Ὑπερασίου υἷεσ Πελλήνησ ἄφ’ ἵκανον Ἀχαιίδοσ, ἥν ποτε Πέλλησ πατροπάτωρ ἐπόλισσεν ἐπ’ ὀφρύσιν Αἰγιαλοῖο.
l0=0001 l1=001 l2=Arg l8=1 l9=178	Ταίναρον αὖτ’ ἐπὶ τοῖσι λιπὼν Εὔφημοσ ἵκανε, τόν ῥα Ποσειδάωνι ποδωκηέστατον ἄλλων Εὐρώπη Τιτυοῖο μεγασθενέοσ τέκε κούρη· κεῖνοσ ἀνὴρ καὶ πόντου ἐπὶ γλαυκοῖο θέεσκεν οἴδματοσ, οὐδὲ θοοὺσ βάπτεν πόδασ, ἀλλ’ ὅσον ἄκροισ ἴχνεσι τεγγόμενοσ διερῇ πεφόρητο κελεύθῳ· καὶ δ’ ἄλλω δύο παῖδε Ποσειδάωνοσ ἵκοντο, ἤτοι ὁ μὲν πτολίεθρον ἀγαυοῦ Μιλήτοιο νοσφισθεὶσ Ἐργῖνοσ, ὁ δ’ Ἰμβρασίησ ἕδοσ Ἥρησ Παρθενίην Ἀγκαῖοσ ὑπέρβιοσ· ἴστορε δ’ ἄμφω ἠμὲν ναυτιλίησ ἠδ’ ἄρεοσ εὐχετόωντο.
l0=0001 l1=001 l2=Arg l8=1 l9=189	Οἰνεί̈δησ δ’ ἐπὶ τοῖσιν ἀφορμηθεὶσ Καλυδῶνοσ ἀλκήεισ Μελέαγροσ ἀνήλυθε, Λαοκόων τε— Λαοκόων Οἰνῆοσ ἀδελφεόσ, οὐ μὲν ἰῆσ γε μητέροσ, ἀλλά ἑ θῆσσα γυνὴ τέκε.
l0=0001 l1=001 l2=Arg l8=1 l9=193	τὸν μὲν ἄρ’ Οἰνεύσ ἤδη γηραλέον κοσμήτορα παιδὸσ ἴαλλεν, ὧδ’ ἔτι κουρίζων περιθαρσέα δῦνεν ὅμιλον ἡρώων· τοῦ δ’ οὔ τιν’ ὑπέρτερον ἄλλον ὀίω νόσφιν γ’ Ἡρακλῆοσ ἐπελθέμεν, εἴ κ’ ἔτι μοῦνον αὖθι μένων λυκάβαντα μετετράφη Αἰτωλοῖσιν· καὶ μήν οἱ μήτρωσ αὐτὴν ὁδόν, εὖ μὲν ἄκοντι εὖ δὲ καὶ ἐν σταδίῃ δεδαημένοσ ἀντιφέρεσθαι, Θεστιάδησ Ἴφικλοσ ἐφωμάρτησε κιόντι, σὺν δὲ Παλαιμόνιοσ Λέρνου πάισ Ὠλενίοιο— Λέρνου ἐπίκλησιν, γενεήν γε μὲν Ἡφαίστοιο· τούνεκ’ ἔην πόδε σιφλόσ, ἀτὰρ χέρασ οὔ κέ τισ ἔτλη ἠνορέην τ’ ὀνόσασθαι, ὃ καὶ μεταρίθμιοσ ᾖεν πᾶσιν ἀριστήεσσιν Ἰήσονι κῦδοσ ἀέξων.
l0=0001 l1=001 l2=Arg l8=1 l9=206	Ἐκ δ’ ἄρα Φωκήων κίεν Ἴφιτοσ, Ὀρνυτίδαο Ναυβόλου ἐκγεγαώσ· ξεῖνοσ δέ οἱ ἔσκε πάροιθεν, ἦμοσ ἔβη Πυθώδε θεοπροπίασ ἐρεείνων ναυτιλίησ, τόθι γάρ μιν ἑοῖσ ὑπέδεκτο δόμοισι.
l0=0001 l1=001 l2=Arg l8=1 l9=210	Ζήτησ αὖ Κάλαί̈σ τε Βορήιοι υἷεσ ἱκέσθην, οὕσ ποτ’ Ἐρεχθηὶσ Βορέῃ τέκεν Ὠρείθυια ἐσχατιῇ Θρῄκησ δυσχειμέρου· ἔνθ’ ἄρα τήνγε Θρηίκιοσ Βορέησ ἀνερείψατο Κεκροπίηθεν, Ἰλισσοῦ προπάροιθε χορῷ ἔνι δινεύουσαν, καί μιν ἄγων ἕκαθεν, Σαρπηδονίην ὅθι πέτρην κλείουσιν ποταμοῖο παρὰ ῥόον Ἐργίνοιο, λυγαίοισ ἐδάμασσε περὶ νεφέεσσι καλύψασ.
l0=0001 l1=001 l2=Arg l8=1 l9=218	τὼ μὲν ἐπ’ ἀστραγάλοισι ποδῶν ἑκάτερθεν ἐρεμνάσ σεῖον ἀειρομένω πτέρυγασ, μέγα θάμβοσ ἰδέσθαι, χρυσείαισ φολίδεσσι διαυγέασ· ἀμφὶ δὲ νώτοισ κράατοσ ἐξ ὑπάτοιο καὶ αὐχένοσ ἔνθα καὶ ἔνθα κυάνεαι δονέοντο μετὰ πνοιῇσιν ἔθειραι.
l0=0001 l1=001 l2=Arg l8=1 l9=223	Οὐδὲ μὲν οὐδ’ αὐτοῖο πάισ μενέαινεν Ἄκαστοσ ἰφθίμου Πελίαο δόμοισ ἔνι πατρὸσ ἑῆοσ μιμνάζειν, Ἄργοσ τε θεᾶσ ὑποεργὸσ Ἀθήνησ, ἀλλ’ ἄρα καὶ τὼ μέλλον ἐνικρινθῆναι ὁμίλῳ.
l0=0001 l1=001 l2=Arg l8=1 l9=227	Τόσσοι ἄρ’ Αἰσονίδῃ συμμήστορεσ ἠγερέθοντο.
l0=0001 l1=001 l2=Arg l8=1 l9=228	τοὺσ μὲν ἀριστῆασ Μινύασ περιναιετάοντεσ κίκλησκον μάλα πάντασ, ἐπεὶ Μινύαο θυγατρῶν οἱ πλεῖστοι καὶ ἄριστοι ἀφ’ αἵματοσ εὐχετόωντο ἔμμεναι, ὧσ δὲ καὶ αὐτὸν Ἰήσονα γείνατο μήτηρ Ἀλκιμέδη Κλυμένησ Μινυηίδοσ ἐκγεγαυῖα.
l0=0001 l1=001 l2=Arg l8=1 l9=233	Αὐτὰρ ἐπεὶ δμώεσσιν ἐπαρτέα πάντ’ ἐτέτυκτο ὅσσα περ ἐντύνονται †ἐπαρτέα ἔνδοθι νῆεσ, εὖτ’ ἂν ἄγῃ χρέοσ ἄνδρασ ὑπεὶρ ἅλα ναυτίλλεσθαι, δὴ τότ’ ἴσαν μετὰ νῆα δι’ ἄστεοσ, ἔνθα περ ἀκταί κλείονται Παγασαὶ Μαγνήτιδεσ· ἀμφὶ δὲ λαῶν πληθὺσ σπερχομένων ἄμυδισ θέον, οἱ δὲ φαεινοί ἀστέρεσ ὣσ νεφέεσσι μετέπρεπον.
l0=0001 l1=001 l2=Arg l8=1 l9=240	ὧδε δ’ ἕκαστοσ ἔννεπεν εἰσορόων σὺν τεύχεσιν ἀίσσοντασ· “Ζεῦ ἄνα, τίσ Πελίαο νόοσ;
l0=0001 l1=001 l2=Arg l8=1 l9=242	πόθι τόσσον ὅμιλον ἡρώων γαίησ Παναχαιίδοσ ἔκτοθι βάλλει;
l0=0001 l1=001 l2=Arg l8=1 l9=243	αὐτῆμάρ κε δόμουσ ὀλοῷ πυρὶ δῃώσειαν Αἰήτεω, ὅτε μή σφιν ἑκὼν δέροσ ἐγγυαλίξῃ· ἀλλ’ οὐ φυκτὰ κέλευθα, πόνοσ δ’ ἄπρηκτοσ ἰοῦσιν.”
l0=0001 l1=001 l2=Arg l8=1 l9=246	Ὧσ φάσαν ἔνθα καὶ ἔνθα κατὰ πτόλιν· αἱ δὲ γυναῖκεσ πολλὰ μάλ’ ἀθανάτοισιν ἐσ αἰθέρα χεῖρασ ἄειρον, εὐχόμεναι νόστοιο τέλοσ θυμηδὲσ ὀπάσσαι.
l0=0001 l1=001 l2=Arg l8=1 l9=249	ἄλλη δ’ εἰσ ἑτέρην ὀλοφύρετο δακρυχέουσα· ”Δειλὴ Ἀλκιμέδη, καὶ σοὶ κακὸν ὀψέ περ ἔμπησ ἤλυθεν, οὐδ’ ἐτέλεσσασ ἐπ’ ἀγλαί̈ῃ βιότοιο.
l0=0001 l1=001 l2=Arg l8=1 l9=252	Αἴσων αὖ μέγα δή τι δυσάμμοροσ· ἦ τέ οἱ ἦεν βέλτερον, εἰ τὸ πάροιθεν ἐνὶ κτερέεσσιν ἐλυσθείσ νειόθι γαίησ κεῖτο, κακῶν ἔτι νῆισ ἀέθλων.
l0=0001 l1=001 l2=Arg l8=1 l9=255	ὣσ ὄφελεν καὶ Φρίξον, ὅτ’ ὤλετο παρθένοσ Ἕλλη, κῦμα μέλαν κριῷ ἅμ’ ἐπικλύσαι· ἀλλὰ καὶ αὐδήν ἀνδρομέην προέηκε κακὸν τέρασ, ὥσ κεν ἀνίασ Ἀλκιμέδῃ μετόπισθε καὶ ἄλγεα μυρία θείη.”
l0=0001 l1=001 l2=Arg l8=1 l9=259	Αἱ μὲν ἄρ’ ὧσ ἀγόρευον ἐπὶ προμολῇσι κιόντων· ἔνδον δὲ δμῶέσ τε πολεῖσ δμωαί τ’ ἀγέροντο μήτηρ τ’ ἀμφασίῃ βεβολημένη, ὀξὺ δ’ †ἑκάστην δῦνεν ἄχοσ· σὺν δέ σφι πατὴρ ὀλοῷ ὑπὸ γήραι ἐντυπὰσ ἐν λεχέεσσι καλυψάμενοσ γοάασκεν.
l0=0001 l1=001 l2=Arg l8=1 l9=264	αὐτὰρ ὁ τῶν μὲν ἔπειτα κατεπρήυνεν ἀνίασ, θαρσύνων· δμώεσσι δ’ ἀρήια τεύχε’ ἀείρειν πέφραδεν, οἱ δέ τε σῖγα κατηφέεσ ἠείροντο.
l0=0001 l1=001 l2=Arg l8=1 l9=267	μήτηρ δ’ ὡσ τὰ πρῶτ’ ἐπεχεύατο πήχεε παιδί, ὧσ ἔχετο κλαίουσ’ ἀδινώτερον, ἠύτε κούρη οἰόθεν ἀσπασίωσ πολιὴν τροφὸν ἀμφιπεσοῦσα μύρεται, ᾗ οὔκ εἰσιν ἔτ’ ἄλλοι κηδεμονῆεσ, ἀλλ’ ὑπὸ μητρυιῇ βίοτον βαρὺν ἡγηλάζει· καί ἑ νέον πολέεσσιν ὀνείδεσιν ἐστυφέλιξεν, τῇ δέ τ’ ὀδυρομένῃ δέδεται κέαρ ἔνδοθεν ἄτῃ, οὐδ’ ἔχει ἐκφλύξαι τόσσον γόον ὅσσον ὀρεχθεῖ— ὧσ ἀδινὸν κλαίεσκεν ἑὸν πάιν ἀγκὰσ ἔχουσα Ἀλκιμέδη· καὶ τοῖον ἔποσ φάτο κηδοσύνῃσιν· ”Αἴθ’ ὄφελον κεῖν’ ἦμαρ, ὅτ’ ἐξειπόντοσ ἄκουσα δειλὴ ἐγὼ Πελίαο κακὴν βασιλῆοσ ἐφετμήν, αὐτίκ’ †ἀπὸ ψυχὴν μεθέμεν κηδέων τε λαθέσθαι, ὄφρ’ αὐτόσ με τεῇσι φίλαισ ταρχύσαο χερσίν, τέκνον ἐμόν· τὸ γὰρ οἶον ἔην ἔτι λοιπὸν ἐέλδωρ ἐκ σέθεν, ἄλλα δὲ πάντα πάλαι θρεπτήρια πέσσω.
